posture,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
RUN,0.33,-0.02,-0.03,-54.5,-87.89,-36.87,37.35,16.48,38.83
RUN,2.09,-0.17,0.05,-41.02,54.5,-44.13,37.11,20.3,38.84
RUN,0.11,-0.01,-0.21,-4.76,-26.06,-4.82,35.05,23.17,38.88
RUN,0.06,0.11,-0.02,12.27,-19.9,-7.87,34.88,23.14,39.71
RUN,3.02,0.04,-0.31,39.55,-21.36,50.05,35.24,21.81,40.47
RUN,0.69,0.09,-0.15,65.19,11.96,-7.08,34.42,16.13,43.53
RUN,-0.16,-0.23,-0.26,26.61,-10.56,-8.91,32.76,13.51,43.08
RUN,2.3,-0.23,-0.18,-83.74,6.16,-32.65,33.96,16.26,43.85
RUN,1.39,-0.05,-0.08,-69.46,54.26,18.98,33.29,19.32,42.63
RUN,-0.03,0.17,-0.27,-6.53,-13.31,16.72,32.18,21.06,42.11
RUN,0.59,0.27,0.03,63.66,27.83,7.14,33.14,20.18,42.47
RUN,1.62,0.39,-0.26,88.81,30.4,17.03,31.79,16.8,43.62
RUN,0.16,-0.12,0.02,40.95,29.11,-5.86,30.26,12.9,45.96
RUN,0.13,-0.22,-0.1,-47.12,-36.25,-10.99,32.73,11.9,44.67
RUN,2.72,-0.34,-0.13,-81.85,-36.5,-8.06,32.53,18.62,44.01
RUN,0.49,0.07,-0.26,-33.26,44.8,0.55,30.68,22.35,45.92
RUN,-0.12,0.14,-0.12,25.63,-43.95,-0.92,29.54,22.78,45.15
RUN,2.68,0.26,-0.43,56.46,-6.96,-16.11,30.15,20.96,46.51
RUN,0.85,-0.13,-0.04,-7.75,76.72,-0.31,30.53,14.84,47.5
RUN,-0.36,-0.22,-0.03,89.78,-53.83,-16.05,28.36,12.17,49.11
RUN,2.2,-0.6,-0.25,-84.78,43.58,-36.99,32.56,13.57,47.11
RUN,1.52,0.06,-0.45,-87.16,33.14,14.71,32.48,19.07,46.17
RUN,-0.02,0.29,0.01,-62.56,37.78,23.01,30.09,20.18,47.89
RUN,0.55,0.22,-0.23,60.97,-41.63,-2.81,31.91,18.51,46.31
RUN,1.88,0.49,-0.35,89.42,15.01,23.99,31.69,17.08,47.61
RUN,0.26,0.05,-0.06,34.06,4.09,-0.92,30.35,12.18,49.15
RUN,0.07,-0.19,-0.05,-28.81,-38.76,-12.21,32.71,10.52,46.29
RUN,3.02,0.13,-0.49,-86.06,-59.02,-17.7,34.13,18.08,45.3
RUN,0.54,-0.05,-0.14,-61.4,18.68,14.89,32.8,20.85,45.24
RUN,-0.2,0.03,-0.2,-6.96,-25.45,-0.43,32.06,22.68,45.04
RUN,3.03,0.46,-0.47,67.99,-32.23,3.66,32.58,21.86,44.46
RUN,0.82,-0.2,-0.07,18.43,35.89,-6.35,34.03,16.54,45.09
RUN,-0.21,-0.15,-0.1,60.36,-54.69,-25.51,32.2,13.98,44.09
RUN,2.69,-0.17,-0.17,-82.64,80.75,-8.91,33.58,17.77,45.65
RUN,1.01,0.3,-0.27,-77.94,37.6,14.83,33,23.02,43.59
RUN,-0.11,0.11,-0.23,-7.81,-7.87,10.01,31.53,23.39,44.56
RUN,0.97,0.19,0.06,45.53,14.83,10.8,33.28,22.19,41.92
RUN,1.63,-0.14,-0.22,96.92,56.34,13.92,33.17,19.69,43.18
RUN,0.16,-0.28,-0.1,55.97,-3.91,-3.48,31.51,13.49,45.98
RUN,0.09,-0.13,-0.14,-43.7,-27.95,0.61,34.7,11.96,43.77
RUN,2.43,-0.42,-0.14,-86.24,-5.13,0.67,33.94,17.4,43.51
RUN,0.29,0.04,-0.24,-35.22,-10.62,12.51,33.19,21.02,44.03
RUN,-0.13,0.05,-0.14,18.37,-32.41,-6.23,31.93,21.9,42.68
RUN,3.5,0.93,-0.05,93.63,-56.95,-0.98,32.73,21.19,43.53
RUN,0.6,0,-0.12,41.56,21.18,-9.46,33.76,13.01,44.41
RUN,-0.13,-0.18,-0.07,67.08,-43.52,-24.23,33.52,10.71,42.88
RUN,3.04,0.34,0.1,-55.05,-16.91,-31.98,34.4,14.44,43.6
RUN,0.98,0.25,-0.27,-64.58,5.62,16.36,34.08,20.34,42.8
RUN,-0.44,0.05,-0.25,-0.79,-51.51,2.2,33.47,21.83,41.43
RUN,3.94,-0.23,0.1,-5.49,55.54,3.3,35.78,20.59,40.17
RUN,1.68,-0.14,0.02,72.33,46.08,17.46,34.68,15.54,44.71
RUN,0.28,-0.15,-0.06,5.31,10.56,2.26,32.92,12.74,43.66
RUN,0.39,-0.28,-0.12,-11.23,-60.67,-3.78,35.47,13.99,42.55
RUN,1.87,-0.17,0.05,-91.37,38.82,4.64,35,19.14,42.7
RUN,0.2,0.09,-0.24,-23.8,-2.69,20.26,34.23,21.44,42.31
RUN,-0.11,0.12,-0.09,42.18,-32.17,-4.7,32.93,22.13,42.53
RUN,2.94,0.67,-0.14,71.66,-56.7,-14.89,33.52,19.7,41.59
RUN,0.61,0.04,-0.02,29.3,26.43,3.97,33.41,12.56,44.62
RUN,-0.17,-0.13,-0.03,47.24,-47.06,-15.63,33.61,10.73,43.16
RUN,2.21,0.15,-0.12,-40.59,-17.52,-18.55,34.41,14.62,42.48
RUN,0.97,0.15,-0.23,-83.86,9.52,5.43,34.13,19.29,42.83
RUN,-0.33,0.04,-0.31,-6.65,-38.82,5.31,34.09,21.87,41.91
RUN,3.06,0.21,-0.08,-9.28,56.46,-0.18,35.19,22.02,39.66
RUN,1.67,-0.06,0.14,65.86,42.85,26.06,35.96,15.65,42.53
RUN,0.01,-0.16,-0.17,54.2,18.62,4.64,32.98,12.43,43.24
RUN,0.14,-0.21,-0.16,-40.04,-13.06,-9.89,34.89,11.05,40.73
RUN,2.21,-0.24,-0.12,-102.91,-11.17,-5.92,34.64,15.3,42.25
RUN,0.47,0.14,-0.22,-60.85,7.2,11.35,34.24,19.23,41.8
RUN,-0.39,0.08,-0.13,22.09,-32.9,-9.28,33.34,21.57,41.46
RUN,2.56,0.35,-0.12,79.71,-11.9,6.04,35.03,20.26,40.23
RUN,0.8,-0.14,-0.04,20.02,40.04,4.39,33.89,13.65,43.93
RUN,-0.06,-0.11,-0.13,49.07,-53.53,-7.26,33.69,10.64,42.11
RUN,2.7,-0.48,-0.05,-79.96,32.04,-22.89,35.95,12.35,42.29
RUN,1.5,-0.03,0.1,-97.11,59.75,17.58,34.29,18.32,42.18
RUN,0.11,0.11,-0.25,-50.6,10.19,14.34,33.57,20.79,41.06
RUN,0.31,0.12,-0.08,39.73,-38.27,-7.57,34.12,20.65,40.48
RUN,2.06,0.35,-0.18,105.59,43.95,25.27,34.72,17.02,42.58
RUN,0.12,-0.02,-0.05,62.93,7.02,2.26,34.01,11.5,40.99
RUN,-0.26,-0.06,0.01,16.24,-29.72,-28.69,35.16,10.18,42.19
RUN,3.4,-0.07,1.09,-99.67,41.81,-18.31,34.39,14.4,43.07
RUN,0.68,0.26,-0.2,-41.87,-29.05,12.08,33.34,18.92,42.93
RUN,-0.46,0.1,-0.15,-7.81,-25.33,4.09,33,19.89,42.26
RUN,2.56,0.22,0.3,19.41,-8.61,29.72,34.84,19.53,40.64
RUN,1.38,-0.2,0.45,15.93,64.94,15.63,33.23,13.06,43.2
RUN,0,-0.21,-0.12,47.06,-5.07,3.85,32.32,11.07,44.57
RUN,1.33,-0.46,0.08,-10.01,-27.34,-23.5,34.03,11.56,42.79
RUN,1.71,-0.02,-0.08,-106.08,45.96,-20.02,35.24,16.97,42.18
RUN,0.22,0.08,-0.09,-62.44,18.68,17.7,33.76,20.02,44.01
RUN,0.04,0.17,-0.18,50.29,-29.11,-3.72,34.11,20.8,40.53
RUN,2.66,0.81,-0.09,87.77,-4.09,21.06,33.98,19.13,40.83
RUN,0.53,0.09,0,39.79,17.21,3.6,33.53,11.74,43.88
RUN,-0.27,-0.04,-0.14,30.09,-54.14,-28.75,33.94,10.67,43.29
RUN,2.63,-0.24,-0.05,-49.8,-16.78,-31.68,34.69,15.04,42
RUN,0.91,0.09,-0.26,-70.31,13.24,3.91,34.02,20.24,42.32
RUN,-0.4,0.01,-0.27,-24.78,-4.76,13.98,33.56,22.16,43.1
RUN,3.62,-0.08,0.26,-24.96,4.88,12.27,34.17,21.31,42.94
RUN,1.23,-0.17,0.01,46.39,46.39,15.81,34.51,14.32,45.03
RUN,-0.12,-0.14,-0.24,61.28,-36.07,0.12,32.93,11.18,44.67
RUN,0.64,-0.31,0.07,-54.02,8.85,-11.11,36.38,11.74,41.88
RUN,1.93,-0.17,-0.02,-108.7,29.11,-17.09,35.31,17.6,42.82
RUN,0.27,0.08,-0.21,-43.88,23.93,16.6,34.38,21,42.61
RUN,0.04,0.08,-0.2,49.44,-28.2,-0.61,35.14,20.73,41.69
RUN,3.12,1.08,-0.13,89.29,15.32,-7.08,35.56,19.12,42.13
RUN,0.65,0.04,-0.04,58.35,7.57,-4.82,34.89,10.29,43.41
RUN,-0.38,-0.14,-0.04,-7.81,-39.55,-31.13,34.96,9.39,43.95
RUN,2.66,0.26,0.07,-69.52,19.1,-50.05,36.07,12.71,43.91
RUN,0.98,0.03,-0.29,-74.77,7.02,20.45,34.42,18.47,44.7
RUN,-0.11,0.01,-0.28,-42.3,19.41,9.09,34.16,20.94,43.93
RUN,1.11,0.19,0.26,84.47,8.85,4.88,35.63,20.64,42.18
RUN,1.8,-0.07,0.11,64.27,65.06,21.67,34.48,13.07,44.89
RUN,-0.08,-0.26,-0.07,25.15,32.29,-4.88,33.4,10.96,43.97
RUN,0.02,-0.13,-0.06,-33.26,-26.25,-16.66,34.57,12.22,43.16
RUN,2.31,-0.55,-0.13,-104.86,-49.01,16.85,34.88,16.53,43.25
RUN,0.6,0.09,-0.14,-83.5,16.78,18.43,34.48,21.47,42.36
RUN,-0.44,-0.03,-0.15,5.62,-40.1,-4.94,34.57,23.01,41.36
RUN,2.47,0.5,-0.39,74.95,-21.36,-19.59,34.85,22.34,40.58
RUN,0.73,-0.12,-0.05,41.2,33.57,8.36,33.26,14.65,44.69
RUN,-0.12,-0.15,-0.21,35.64,-40.16,-18.86,32.89,10.94,44.63
RUN,2.62,-0.57,0.06,-63.35,11.35,-31.92,35.38,11.94,42.54
RUN,1.43,0.11,0.12,-100.77,24.05,4.27,35.74,19.02,41.88
RUN,0.24,0.22,-0.19,-66.89,19.59,1.46,34.44,21.78,40.98
RUN,0.54,0.17,-0.09,74.34,-30.27,-0.73,35.79,22.08,39.78
RUN,1.97,0.21,0.05,104.25,35.89,31.98,35.88,16.21,42.26
RUN,-0.18,-0.14,-0.04,36.38,10.44,13.12,35.22,11.29,42.42
RUN,-0.05,-0.04,0,37.54,-54.14,-15.87,35.96,10.97,41.41
RUN,3.2,-0.4,-0.01,-65.31,26.61,6.1,36.06,14.7,42.93
RUN,0.55,0.11,-0.18,-45.35,-23.07,24.9,34.11,18.3,43.46
RUN,-0.47,0.11,-0.09,-33.69,-26.49,-9.7,33.12,20.2,43.26
RUN,2.3,0.59,0.38,18.37,-28.99,15.38,35.38,20.8,41.81
RUN,1.27,-0.12,0.25,29.3,25.76,16.85,34.99,15.88,43.25
RUN,-0.01,-0.2,-0.13,23.5,-9.4,-2.32,33.35,14.9,43.35
RUN,1.28,-0.6,0.2,6.9,-33.02,-22.03,35.06,16.47,42.75
RUN,1.58,0.05,0.06,-110.6,43.95,3.36,35.62,19.75,41.02
RUN,0.24,0.08,-0.3,-27.65,14.1,9.34,34.13,22.67,41.65
RUN,0.08,0.19,-0.27,70.86,-32.84,-7.51,34.95,21.41,42.27
RUN,2.52,0.5,-0.12,94.79,12.76,0.98,33.54,17.94,43.91
RUN,0.59,0.02,0.02,51.15,7.26,0.24,33.69,12.3,43.08
RUN,-0.3,-0.16,-0.07,62.32,-66.47,-24.17,34.47,9.17,42.02
RUN,2.71,0.48,0.2,-56.21,-5,-48.22,35.94,11.3,41.7
RUN,1.13,0.18,-0.09,-84.53,0.12,8.61,35.21,16.88,42.57
RUN,-0.02,0.16,-0.28,-22.03,21.91,-6.71,34.62,18.65,42.48
RUN,2.83,0.09,-0.09,65.43,47.67,3.85,34.25,18.24,42.4
RUN,1.72,-0.1,0.05,36.07,48.1,7.32,35.03,13.28,42.53
RUN,-0.27,-0.19,-0.13,38.15,0.24,0.85,34.14,11.41,43.42
RUN,0.35,-0.25,-0.07,-36.19,-13.98,-6.04,36.19,9.75,41.02
RUN,2.08,0.09,-0.07,-120.42,4.39,-15.14,35.42,15.59,41.52
RUN,0.38,0.05,-0.26,-82.95,4.7,25.76,35.06,20.08,42.61
RUN,-0.16,-0.01,-0.23,11.96,-46.45,-16.6,36.23,21.91,39.97
RUN,3.12,0.81,-0.12,73.06,-5.98,-7.51,35.8,20.69,40.84
RUN,0.57,-0.08,-0.06,48.71,24.35,-13.98,34.46,14.82,42.91
RUN,-0.16,-0.16,-0.27,2.44,-13.61,-18.8,33.7,12.78,44.17
RUN,2.39,0.54,0.26,-49.01,-10.68,-28.75,36.17,14.51,42.47
RUN,1.36,0.08,0,-79.04,10.93,-5.55,35.57,19.67,41.76
RUN,0.12,0.09,-0.19,-41.38,27.47,1.53,35.03,22.24,41.19
RUN,0.54,0.16,-0.24,59.2,-24.35,-2.62,36.71,21.86,41.03
RUN,1.79,-0.19,0.06,85.02,63.84,49.13,36.06,17.53,40.72
RUN,0.2,0.09,-0.12,65.61,22.95,6.41,33.79,14.54,43.36
RUN,0.1,-0.04,-0.16,-28.26,-35.46,-13.79,34.46,13.79,42.98
RUN,2.57,-0.34,-0.23,-50.23,-24.78,-13.92,35.49,18.33,42.69
RUN,0.77,0.11,-0.16,-43.58,10.99,-1.95,34.33,21.62,43.32
RUN,-0.43,0.13,-0.35,23.74,-48.34,4.03,35.1,22.52,42.83
RUN,1.72,0.26,-0.21,43.33,-15.56,-3.23,35.97,19.74,43.38
RUN,0.86,-0.28,-0.02,59.51,26.92,6.77,35.66,13.17,44.75
RUN,0.01,-0.28,-0.22,-2.81,4.03,-11.6,33.52,11.25,44.78
RUN,1.62,-0.73,0.52,-4.76,-66.71,-17.15,36.34,11.8,44.37
RUN,1.45,-0.02,-0.01,-102.29,64.94,0.49,37.06,17.19,43.97
RUN,0.41,0.1,-0.14,-75.74,2.62,1.65,34.22,23.51,43.57
RUN,0.08,0.17,-0.18,54.5,-37.29,-1.59,35.82,23.62,42.97
RUN,1.97,0.93,-0.14,77.88,5.31,21.36,36.22,20.14,43.07
RUN,0.32,0.18,-0.05,78.8,14.53,-12.76,34.24,13.43,46.24
RUN,0.05,-0.1,0.05,-2.56,-38.57,-20.51,34.94,10.34,45.61
RUN,3.09,-0.19,-0.22,-43.82,-31.92,-30.94,37.24,14.55,45.62
RUN,0.7,0.11,-0.19,-63.6,7.81,11.84,36.52,20.94,44.07
RUN,-0.43,0.02,-0.38,-8.79,-34.12,-3.6,35.1,23.88,43.16
RUN,1.24,0.17,0.19,64.39,-12.45,12.63,38.17,22.73,41.47
RUN,2.11,0.04,0.03,108.58,38.76,37.05,36.5,18.07,43.42
RUN,-0.37,0.05,-0.3,58.53,31.92,18.01,35.52,11.8,44.93
RUN,0.01,-0.17,0.14,29.3,-79.59,-24.9,35.11,12.54,43.65
RUN,3.25,-0.35,-0.55,-43.52,3.36,-29.97,35.56,17.58,44.62
RUN,0.59,0.07,-0.13,-32.71,-14.65,19.78,34.01,22.75,43.74
RUN,-0.4,0.18,-0.24,-5.49,-23.99,-4.27,32.74,24.61,43.86
RUN,1.84,0.22,0.26,45.1,-65.43,45.04,34.35,22.92,43.91
RUN,1.1,-0.23,0.11,13.79,112.06,9.7,34.47,15.93,44.59
RUN,-0.15,-0.24,-0.12,43.95,-2.93,0.31,32.12,13.61,46.91
RUN,1.36,-0.58,-0.12,-18.92,-56.82,-16.48,33.44,13.42,46.04
RUN,1.67,-0.1,-0.12,-103.03,37.41,1.59,34.08,18.82,44.73
RUN,0.21,0.1,-0.24,-45.9,-2.87,7.02,33.54,23.21,45.47
RUN,0.16,0.03,-0.19,33.14,-45.53,2.32,35.05,23.41,42.11
RUN,2.7,0.79,-0.19,77.15,-0.55,-5.25,35.28,20.98,42.33
RUN,0.48,-0.09,-0.06,63.23,22.16,-7.02,34.17,14.25,44.54
RUN,-0.17,-0.11,-0.19,13.73,-50.29,-28.81,32.87,13,44.12
RUN,2.48,0.31,0.26,-29.91,-15.26,-33.08,35.94,14.2,42.71
RUN,1.24,0.17,-0.11,-86.12,23.32,17.33,33.73,21.11,43.38
RUN,0.03,0.14,-0.27,-35.52,8.3,12.45,33.84,22.89,43.03
RUN,0.82,0.35,-0.13,117.37,-10.5,-2.01,35.06,20.68,41.55
RUN,1.76,0.08,-0.16,86.85,47.79,38.57,35.42,16.13,42.25
RUN,0.03,0.07,-0.09,80.02,16.6,-8.06,32.58,12.4,44.75
RUN,0.04,-0.2,-0.16,-22.58,-33.2,-15.08,33.65,8.8,43.69
RUN,2.49,-0.41,-0.07,-88.5,-30.7,0.12,34.91,16.61,43.66
RUN,0.53,-0.06,-0.29,-68.12,13.67,18.92,34.13,20.52,42.92
RUN,-0.24,0.1,-0.17,32.35,-40.77,-1.59,35.03,22.47,41.86
RUN,1.69,0.06,-0.39,65.73,-18.8,13.55,35.35,21.87,43.92
RUN,0.89,-0.14,-0.11,66.59,21.24,8.91,35.17,15.5,44.37
RUN,0.1,-0.13,-0.12,10.5,-10.01,-10.13,33.59,11.57,43.55
RUN,0.91,-0.69,0.05,-19.17,-43.82,-28.02,35.25,12.74,43.03
RUN,1.69,-0.26,0.03,-88.2,-2.44,28.56,34.31,20.48,44.79
RUN,-0.01,0.07,-0.37,-52.49,33.26,18.49,34.34,21.64,43.12
RUN,-0.06,0.18,-0.18,45.35,-51.33,-10.01,34.83,23.36,42.42
RUN,3.55,1.02,-0.13,72.14,-12.02,-4.58,35.61,21.19,40.37
RUN,0.67,0.02,0,52.73,25.02,-16.78,34.46,16.06,42.85
RUN,-0.15,-0.15,-0.22,8.3,-36.5,-31.98,32.85,13.17,43.77
RUN,2.69,-0.91,-0.2,-59.69,23.86,-25.94,36.01,15.88,44.4
RUN,1.52,-0.09,0.09,-96.98,0.37,14.34,35.85,20.84,42.93
RUN,0.28,0.11,-0.2,-83.44,26.67,-3.97,34.9,23.77,40.86
RUN,0.12,0.08,-0.08,48.52,-34.42,-1.65,35.56,24.45,39.76
RUN,2.34,0.93,-0.35,123.29,-11.78,42.91,34.75,24.4,42.49
RUN,0.23,-0.06,-0.03,72.02,-6.16,-14.16,34.25,15.77,44.67
RUN,-0.2,0.09,-0.16,15.38,-41.56,-31.86,34.03,13.38,44.65
RUN,2.35,0.11,-0.05,-31.92,30.27,-47.36,36.67,16.19,43.03
RUN,0.92,-0.01,-0.16,-70.5,12.51,28.32,34.85,18.98,42.99
RUN,-0.06,0.09,-0.29,-49.32,38.09,-5.19,34.4,20.95,42.26
RUN,0.71,0.07,-0.19,77.58,-29.05,9.77,35.13,21.02,41.92
RUN,1.91,-0.09,-0.06,72.81,67.02,70.37,35.62,17.18,41.53
RUN,-0.2,-0.09,-0.05,28.93,17.27,4.7,34.72,11.29,43.05
RUN,0.02,-0.09,0,7.26,-35.1,-28.63,35.57,11.29,43.25
RUN,2.8,-0.59,-0.15,-79.9,16.78,2.81,35.41,17.03,43.31
RUN,0.35,0.13,-0.24,-44.37,-13.24,6.41,35.45,21.79,42.1
RUN,-0.36,0.12,-0.1,-8.97,-25.39,4.03,34.67,23.58,42.24
RUN,2.08,0.28,-0.24,83.13,-36.19,21.18,36.01,22.46,42.55
RUN,0.71,-0.34,-0.11,60.61,31.98,4.09,36.01,16.69,43.84
RUN,0.15,-0.19,-0.19,50.78,-31.19,-7.26,34.34,11.88,44.4
RUN,1.25,-0.53,-0.03,12.45,2.5,-21.48,36.56,12.73,43.71
RUN,1.32,0.16,0.01,-106.2,60.42,-4.52,34.23,19.32,44.18
RUN,0.34,0.12,-0.2,-88.75,29.36,-2.5,33.22,22.33,44.92
RUN,0.06,0.08,-0.14,42.3,-53.59,-2.99,34.18,24.44,43.09
RUN,2.36,0.95,-0.13,85.94,11.47,0.06,35.51,22.3,42.91
RUN,0.37,0.04,-0.04,54.87,12.15,-9.16,34.97,14.9,44.85
RUN,-0.26,-0.18,-0.14,-16.78,-12.27,-28.69,34.53,12.51,46.06
RUN,2.67,-0.01,-0.14,-60.3,18.13,-34.97,35.35,16.66,44.56
RUN,1,0.06,-0.24,-71.66,-2.62,21.48,34.07,21.74,44.25
RUN,0.14,0.02,-0.06,-54.87,-2.2,-6.9,33.35,23.24,43.33
RUN,1.64,0.22,0.22,85.14,-36.25,-5.43,35.62,24.12,40.88
RUN,1.95,-0.11,0.07,81.54,63.96,24.35,36.07,21.64,43.02
RUN,-0.01,-0.1,-0.06,32.9,6.9,12.82,34.62,15.58,44.38
RUN,0.17,-0.09,-0.03,-9.16,-29.91,-10.8,35.45,14.06,43.25
RUN,2.76,-0.44,-0.22,-84.29,9.58,9.09,35.69,17.65,43.58
RUN,0.54,0.07,-0.22,-50.05,8.67,23.68,33.7,22.35,43.36
RUN,-0.38,0.08,-0.28,11.05,-24.72,-5.13,33.14,22.81,42.19
RUN,2.78,0.48,0.37,13.98,2.08,-1.77,34.51,21.69,41.77
RUN,1.1,-0.22,-0.05,83.25,17.52,12.63,34.53,17.36,43.03
RUN,0.4,-0.17,-0.07,27.4,5.92,13,33.98,10.39,42.54
RUN,0.51,-0.19,0.09,-25.15,-54.14,-10.56,36.29,11.98,41.31
RUN,2.03,-0.2,0.08,-86.79,37.66,1.71,35.38,17.32,42.88
RUN,0.29,0.17,-0.2,-47.55,8,22.22,34.95,19.51,41.31
RUN,-0.17,0.13,-0.16,31.37,-28.08,-18.31,34.06,20.34,40.94
RUN,3.54,0.89,-0.09,78.49,0.92,-42.48,34.28,18.88,43.37
RUN,0.7,-0.04,0,55.66,13.24,-5.49,35.06,12.81,42.46
RUN,0.04,-0.07,-0.23,43.03,-51.33,-29.36,34.2,8.96,41.28
RUN,2.78,-1.02,0.2,-1.22,7.26,-36.68,36.65,10.35,40.14
RUN,1.36,0.14,-0.02,-105.1,2.38,23.56,36.15,16.37,40.94
RUN,0,0.18,-0.32,-66.59,22.22,-6.16,35.29,19.17,40.48
RUN,0.18,0.06,-0.03,28.44,-22.46,7.39,37.89,19.68,38.29
RUN,2.39,0.5,0.4,102.84,-2.08,32.9,37.4,19.6,39.43
RUN,0.7,0.04,-0.02,21.24,29.85,3.72,36.63,11.55,39.83
RUN,-0.39,-0.03,0.06,-3.91,14.1,-4.09,35.58,12.48,40.93
RUN,3.03,0.38,0.29,-16.05,-40.34,-38.57,36.27,14.78,41.77
RUN,1.06,0.14,0.12,-101.2,54.26,20.08,36.04,19.49,41.33
RUN,-0.01,0.19,-0.14,-46.02,28.99,-10.07,34.48,22.56,42.52
RUN,0.79,0.26,-0.41,39.43,21.61,-15.26,34.66,23.79,40.55
RUN,1.84,0.15,-0.01,107.67,5.43,40.89,35.13,19.25,42.26
RUN,-0.57,-0.12,-0.02,24.35,14.4,6.53,34.29,14.49,43.14
RUN,0.03,0,0.08,17.4,-57.8,-13.31,34.74,14.53,43.64
RUN,2.84,-0.35,-0.08,-81.3,32.47,1.22,34.62,19.87,44.58
RUN,0.67,-0.07,-0.23,-44.56,-5.74,23.32,33.3,23.22,43.93
RUN,-0.35,0.01,-0.21,0.06,-13.73,4.46,32.7,24.46,44.46
RUN,3.42,0.39,-0.1,44.62,-52.67,42.48,34.86,22.33,42.75
RUN,1.67,-0.03,0.17,73.73,83.62,6.53,34.39,16.44,44.57
RUN,0.36,-0.08,-0.11,28.69,8.3,2.5,33.92,12.59,44.81
RUN,0.25,-0.12,-0.11,11.05,-51.57,-22.77,34.61,14.44,44.42
RUN,2.18,-0.46,-0.13,-93.02,13.61,27.65,34.62,18.14,45.28
RUN,0.03,0.01,-0.25,-43.76,-7.51,19.17,34.25,20.7,43.04
RUN,-0.18,0.07,-0.11,18.01,-26.49,0.12,33.64,22.86,43.3
RUN,3.22,0.9,-0.29,75.26,-38.82,-42.85,36.24,19.96,42.38
RUN,0.62,-0.18,-0.11,49.87,26.12,-6.53,34.41,13.04,45.31
RUN,-0.15,-0.18,-0.11,11.6,-15.26,-26.86,33.31,11.02,45.61
RUN,2.99,-0.38,-0.11,-37.6,-47.73,-32.53,35.8,13.26,45.1
RUN,1.36,0.14,0.01,-110.53,63.9,21.18,35.75,19.75,44.64
RUN,-0.05,0.26,-0.11,-49.99,4.94,-1.1,33.98,21.59,44.21
RUN,0.62,0.17,-0.29,70.19,-48.03,-6.35,36.06,21.94,42.32
RUN,1.87,0.13,-0.21,78,26.61,33.14,35.62,17.91,44.02
RUN,0.08,-0.17,0,45.78,4.39,12.51,35.6,12.83,42.46
RUN,-0.33,-0.03,0.07,27.22,-58.47,-37.35,35.96,13.04,42.44
RUN,2.75,-0.25,0.18,-106.08,39,-41.38,37.68,15.95,41.77
RUN,0.48,-0.15,0.04,-62.01,-13.73,37.41,36.06,21.22,41.1
RUN,-0.22,0.1,-0.24,-5.19,-50.23,-23.13,35.29,22.78,39.64
RUN,2.34,0.13,0.01,71.96,43.52,30.94,38.46,21.18,38.09
RUN,1.46,-0.11,0.21,43.21,38.27,41.75,36.35,15.53,43.19
RUN,1.03,-0.24,-0.26,8.91,64.03,14.65,35.55,10.44,43.69
RUN,0.91,-0.37,0.47,40.1,-57.68,-27.16,35.21,13.02,45.64
RUN,1.71,-0.18,-0.02,-90.52,46.69,29.85,35.89,16.85,45.29
RUN,0.29,0.17,-0.18,-33.63,11.96,3.91,34.97,17.94,44.85
RUN,0.28,0.23,-0.15,19.9,-40.1,1.1,34.33,21.17,44.41
RUN,3.03,1.27,-0.18,70.31,12.94,1.16,35.95,18.24,42.64
RUN,0.56,-0.03,-0.15,40.65,13.73,-21.3,34.36,12.44,45.34
RUN,-0.25,-0.03,-0.16,8.97,-30.76,-51.27,33.46,11.67,44.35
RUN,3.56,-0.41,-0.13,-67.2,-5.49,-33.26,36.66,13.51,44.21
RUN,1.39,0.25,-0.08,-70.01,13.49,28.26,35.58,19.27,43.57
RUN,-0.05,0.02,-0.3,-31.01,28.87,-3.17,33.58,21.87,43.14
RUN,0.42,0.18,-0.24,53.22,-31.07,-9.22,35.16,21.25,41.28
RUN,1.96,0.39,-0.3,93.14,70.74,10.01,35.83,18.95,42.64
RUN,0.17,-0.09,-0.08,51.57,15.08,-7.75,34.19,13.88,44.15
RUN,-0.15,-0.11,0.17,-37.96,-34.3,-15.63,34.27,11.62,44.08
RUN,2.79,-0.05,-0.21,-53.41,-5.49,-9.52,34.78,15.71,44.23
RUN,0.74,0.03,-0.17,-66.83,-4.03,7.26,33.64,20.45,43.33
RUN,-0.34,0.06,-0.23,-30.76,-16.11,-5.19,33.35,24.16,43.16
RUN,3.51,0.19,-0.1,14.04,4.21,24.05,35.4,22.56,41.17
RUN,1.81,-0.02,0.11,104.74,9.83,14.71,35.5,16.83,43.68
RUN,1.27,-0.29,-0.08,-2.01,40.16,-2.08,35.05,12.33,42.49
RUN,0.32,-0.27,-0.1,15.44,-81.85,-11.35,35.61,14.78,43.29
RUN,2.1,-0.36,-0.09,-83.86,15.01,17.52,36.07,18.53,44.34
RUN,-0.14,-0.04,-0.14,-39.49,9.83,25.82,35.85,20.94,42.24
RUN,-0.11,0.14,-0.11,36.93,-36.13,-2.08,35.47,22.24,40.73
RUN,2.91,0.95,-0.29,40.77,5.31,-30.76,36.84,20.36,40.66
RUN,0.79,-0.22,0.02,64.88,-4.09,-7.39,35.91,14.04,43.46
RUN,-0.16,-0.04,-0.19,4.09,-22.83,-20.2,34.84,11.88,43.02
RUN,2.47,-0.42,-0.42,-23.44,60.91,-43.88,38.34,13.95,40.04
